Entrada,Salida,Customer,Project,Activity,Description,socio,Duration
2017-07-04 14:35:00,2017-07-04 16:43:00,Aptage,Aptage,Operativo,,nespino,0 days 02:08:00.000000000
2017-07-04 14:20:00,2017-07-04 14:35:00,Bitson,Kairos,Operativo,,nespino,0 days 00:15:00.000000000
2017-07-04 14:00:00,2017-07-04 16:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 02:00:00.000000000
2017-07-04 13:50:00,2017-07-04 14:20:00,Aptage,Aptage,Operativo,,nespino,0 days 00:30:00.000000000
2017-07-04 13:00:00,2017-07-04 14:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-07-04 10:00:00,2017-07-04 13:33:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 03:33:00.000000000
2017-07-04 10:00:00,2017-07-04 16:00:00,Betterez,Betterez,Desarrollo,"#6600
",abrunacci,0 days 06:00:00.000000000
2017-07-04 09:30:00,2017-07-04 15:00:00,Bitson,Bitson,Gestión Comercial,@home,hbrunacci,0 days 05:30:00.000000000
2017-07-04 08:00:00,2017-07-04 13:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 05:00:00.000000000
2017-07-04 00:00:00,2017-07-04 06:00:00,Bitson,Bitson,Licencia Enfermedad,Ceci,lcolombo,0 days 06:00:00.000000000
2017-07-03 17:45:00,2017-07-03 20:05:00,Kairos - Totem,Osmedica,Operativo,"Instalación LigthDM, autologin y Ctrl+Alt+W. Cambio a /etc/hosts",lcolombo,0 days 02:20:00.000000000
2017-07-03 17:15:00,2017-07-03 17:45:00,Bitson,Bitson,Gestión Interna,Transferencias de retiros semanales y mensuales.,lcolombo,0 days 00:30:00.000000000
2017-07-03 16:45:00,2017-07-03 17:15:00,Bitson,Bitson,Gestión Interna,Facturación APTAGE,lcolombo,0 days 00:30:00.000000000
2017-07-03 16:39:00,2017-07-03 20:03:00,Aptage,Aptage,Operativo,,nespino,0 days 03:24:00.000000000
2017-07-03 16:00:00,2017-07-03 16:45:00,Bitson,Bitson,Gestión Interna,Cálculo de retiros semanales y mensuales.,lcolombo,0 days 00:45:00.000000000
2017-07-03 14:30:00,2017-07-03 16:00:00,Bitson,Bitson,Reunion,Reunión semanal.,lcolombo,0 days 01:30:00.000000000
2017-07-03 14:26:00,2017-07-03 16:02:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 01:36:00.000000000
2017-07-03 14:01:00,2017-07-03 14:26:00,ECSA,Banfield,Operativo,,nespino,0 days 00:25:00.000000000
2017-07-03 14:00:00,2017-07-03 16:00:00,Bitson,Bitson,Gestión Interna,Reunion semanal.,ddebonis,0 days 02:00:00.000000000
2017-07-03 13:45:00,2017-07-03 14:30:00,Bitson,Bitson,Reunion,Preparación reunión semanal.,lcolombo,0 days 00:45:00.000000000
2017-07-03 13:30:00,2017-07-03 14:00:00,ECSA,Sigas SGS,Testing,Testing archivos debito,ddebonis,0 days 00:30:00.000000000
2017-07-03 13:20:00,2017-07-03 16:37:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 03:17:00.000000000
2017-07-03 13:15:00,2017-07-03 14:01:00,Aptage,Aptage,Operativo,,nespino,0 days 00:46:00.000000000
2017-07-03 11:00:00,2017-07-03 15:30:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 04:30:00.000000000
2017-07-03 11:00:00,2017-07-03 13:30:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 02:30:00.000000000
2017-07-03 10:00:00,2017-07-03 18:00:00,Betterez,Betterez,Desarrollo,"#6600
",abrunacci,0 days 08:00:00.000000000
2017-07-03 08:00:00,2017-07-03 11:00:00,Bitson,Bitson,Capacitación,,ddebonis,0 days 03:00:00.000000000
2017-07-01 14:00:00,2017-07-01 16:30:00,Kairos - Totem,Osmedica,Operativo,çPruebas de CDG. No imprime desde Firefox. Websocket?ç,lcolombo,0 days 02:30:00.000000000
2017-06-30 17:00:00,2017-06-30 18:00:00,Kairos - Totem,Osmedica,Operativo,Instalación Tótem: configuración impresora.,lcolombo,0 days 01:00:00.000000000
2017-06-30 16:00:00,2017-06-30 17:00:00,Kairos - Totem,Osmedica,Operativo,Instalación Tótem: calibración touch sin éxito.,lcolombo,0 days 01:00:00.000000000
2017-06-30 16:00:00,2017-06-30 17:50:00,Aptage,Aptage,Operativo,,nespino,0 days 01:50:00.000000000
2017-06-30 15:45:00,2017-06-30 16:00:00,SanyoJafep,Magento SanyoJafep,Operativo,,nespino,0 days 00:15:00.000000000
2017-06-30 15:00:00,2017-06-30 17:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 02:00:00.000000000
2017-06-30 15:00:00,2017-06-30 16:00:00,Kairos - Totem,Osmedica,Operativo,Instalación Tótem: configuración de X y control de energía del monitor.,lcolombo,0 days 01:00:00.000000000
2017-06-30 14:00:00,2017-06-30 15:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-06-30 14:00:00,2017-06-30 15:00:00,Bitson,Bitson,Gestión Interna,Consulta personal trámite cambio de autoridades en Credicoop.,lcolombo,0 days 01:00:00.000000000
2017-06-30 12:30:00,2017-06-30 14:00:00,Bitson,Bitson,Libre,NO HUBO INTERNET,ddebonis,0 days 01:30:00.000000000
2017-06-30 11:00:00,2017-06-30 12:30:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 01:30:00.000000000
2017-06-30 10:30:00,2017-06-30 10:55:00,Bitson,Bitson,Gestión Interna,Organización interna tareas operativas semana ,lcolombo,0 days 00:25:00.000000000
2017-06-30 10:00:00,2017-06-30 14:00:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 04:00:00.000000000
2017-06-30 10:00:00,2017-06-30 18:00:00,Betterez,Betterez,Desarrollo,,abrunacci,0 days 08:00:00.000000000
2017-06-30 09:40:00,2017-06-30 13:30:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 03:50:00.000000000
2017-06-29 17:10:00,2017-06-29 18:20:00,Kairos - Totem,Osmedica,Operativo,Instalación impresora Totem,lcolombo,0 days 01:10:00.000000000
2017-06-29 16:30:00,2017-06-29 17:10:00,Bitson,Bitson,Gestión Comercial,Charla con IBM,lcolombo,0 days 00:40:00.000000000
2017-06-29 16:00:00,2017-06-29 17:00:00,Bitson,Bitson,Gestión Interna,Reunion con clodo,ddebonis,0 days 01:00:00.000000000
2017-06-29 15:10:00,2017-06-29 18:30:00,Aptage,Aptage,Operativo,,nespino,0 days 03:20:00.000000000
2017-06-29 15:05:00,2017-06-29 16:30:00,Kairos - Totem,Osmedica,Operativo,Instalación impresora.,lcolombo,0 days 01:25:00.000000000
2017-06-29 14:40:00,2017-06-29 15:05:00,ECSA,Sigas SCA,Presupuesto,"Charla con @hbrunacci, @abrunacci y @nespino x Failover.",lcolombo,0 days 00:25:00.000000000
2017-06-29 14:27:00,2017-06-29 15:10:00,SanyoJafep,Magento SanyoJafep,Operativo,,nespino,0 days 00:43:00.000000000
2017-06-29 14:00:00,2017-06-29 16:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 02:00:00.000000000
2017-06-29 13:45:00,2017-06-29 14:40:00,Kairos - Totem,Osmedica,Operativo,Instalación Impresora.,lcolombo,0 days 00:55:00.000000000
2017-06-29 13:00:00,2017-06-29 14:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-06-29 11:20:00,2017-06-29 12:20:00,Aptage,Aptage,Operativo,,nespino,0 days 01:00:00.000000000
2017-06-29 11:00:00,2017-06-29 14:30:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 03:30:00.000000000
2017-06-29 10:45:00,2017-06-29 11:30:00,Kairos - Totem,Osmedica,Operativo,"Búsqueda de info sobre plymouth, grub2 y xscreensaver",lcolombo,0 days 00:45:00.000000000
2017-06-29 10:30:00,2017-06-29 10:45:00,ECSA,Sigas SCA,Presupuesto,Sincronización de reportes: respuesta x mail.,lcolombo,0 days 00:15:00.000000000
2017-06-29 10:00:00,2017-06-29 15:30:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 05:30:00.000000000
2017-06-29 09:30:00,2017-06-29 17:30:00,Betterez,Betterez,Desarrollo,,abrunacci,0 days 08:00:00.000000000
2017-06-29 08:00:00,2017-06-29 13:00:00,Bitson,Bitson,Desarrollo,Refactor SCA,ddebonis,0 days 05:00:00.000000000
2017-06-28 18:09:00,2017-06-28 18:58:00,Aptage,Aptage,Operativo,,nespino,0 days 00:49:00.000000000
2017-06-28 17:55:00,2017-06-28 18:09:00,ECSA,Banfield,Operativo,,nespino,0 days 00:14:00.000000000
2017-06-28 17:00:00,2017-06-28 21:00:00,Bitson,Kairos,Operativo,"Configuración Tótem. Openbox, autologin, firefox, mfull, unclutter.",lcolombo,0 days 04:00:00.000000000
2017-06-28 15:00:00,2017-06-28 17:00:00,Bitson,Kairos,Operativo,Instalación Debian 9 en Totem,lcolombo,0 days 02:00:00.000000000
2017-06-28 14:30:00,2017-06-28 15:15:00,Bitson,Bitson,Gestión Comercial,"Contacto con Pablo Kamegawa
Cliente pasado por Camba para migracion de Softlayer a AWS ",hbrunacci,0 days 00:45:00.000000000
2017-06-28 14:30:00,2017-06-28 16:00:00,Bitson,Cromi,Desarrollo,Anomalias en cromi,ddebonis,0 days 01:30:00.000000000
2017-06-28 14:00:00,2017-06-28 14:30:00,Bitson,Bitson,Almuerzo,,hbrunacci,0 days 00:30:00.000000000
2017-06-28 13:30:00,2017-06-28 14:30:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-06-28 13:00:00,2017-06-28 13:30:00,Bitson,Cromi,Reunion,Reunion con matias ponto.,ddebonis,0 days 00:30:00.000000000
2017-06-28 13:00:00,2017-06-28 14:00:00,Bitson,Cromi,Gestión Comercial,reunion con matias,hbrunacci,0 days 01:00:00.000000000
2017-06-28 12:30:00,2017-06-28 13:15:00,ECSA,Sigas SCA,Presupuesto,Consultas failover con @clodito,lcolombo,0 days 00:45:00.000000000
2017-06-28 12:04:00,2017-06-28 15:44:00,Aptage,Aptage,Operativo,,nespino,0 days 03:40:00.000000000
2017-06-28 11:00:00,2017-06-28 16:15:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 05:15:00.000000000
2017-06-28 10:00:00,2017-06-28 13:00:00,Bitson,Bitson,Gestión Comercial,envio de presupuestos a ECSA armado de PDFs,hbrunacci,0 days 03:00:00.000000000
2017-06-28 09:00:00,2017-06-28 18:00:00,Betterez,Betterez,Desarrollo,#6509,abrunacci,0 days 09:00:00.000000000
2017-06-28 08:00:00,2017-06-28 13:00:00,ECSA,Sigas SGS,Desarrollo,Refactor,ddebonis,0 days 05:00:00.000000000
2017-06-27 22:30:00,2017-06-27 23:15:00,Bitson,Bitson,Gestión Comercial,Encuesta seminario. Estudio de mercado: mailchimp vs. sendgrid. Vamos por mailchimp.,lcolombo,0 days 00:45:00.000000000
2017-06-27 21:30:00,2017-06-27 22:30:00,Bitson,Bitson,Gestión Comercial,Investigación de mercado. Cursos. Alquiler aulas.,lcolombo,0 days 01:00:00.000000000
2017-06-27 18:30:00,2017-06-27 20:30:00,ECSA,Sigas SCA,Presupuesto,Brainstormin & Research failover,lcolombo,0 days 02:00:00.000000000
2017-06-27 16:00:00,2017-06-27 16:15:00,Bitson,Bitson,Gestión Interna,Firma de acuerdo con flugel.it DocuSign,lcolombo,0 days 00:15:00.000000000
2017-06-27 15:15:00,2017-06-27 16:00:00,Bitson,Bitson,Gestión Interna,Envío de mail OT54 (mejora APP). Charla en bolsa de trabajo x Pressa. Respuesta mails x KM808.,lcolombo,0 days 00:45:00.000000000
2017-06-27 14:30:00,2017-06-27 15:00:00,Bitson,Bitson,Gestión Interna,"Actualización OT54 - mejoras APP c/ @ddebonis
",lcolombo,0 days 00:30:00.000000000
2017-06-27 13:30:00,2017-06-27 16:39:00,Aptage,Aptage,Operativo,,nespino,0 days 03:09:00.000000000
2017-06-27 13:00:00,2017-06-27 16:00:00,Bitson,Bitson,Desarrollo,,ddebonis,0 days 03:00:00.000000000
2017-06-27 13:00:00,2017-06-27 15:30:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 02:30:00.000000000
2017-06-27 12:00:00,2017-06-27 13:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-06-27 11:35:00,2017-06-27 12:00:00,Bitson,Bitson,Gestión Interna,Actualización plantilla OT.,lcolombo,0 days 00:25:00.000000000
2017-06-27 11:00:00,2017-06-27 12:00:00,Bitson,Bitson,Gestión Comercial,TAVA,hbrunacci,0 days 01:00:00.000000000
2017-06-27 11:00:00,2017-06-27 11:35:00,Bitson,Kairos,Operativo,Call de coordinación instalación OSMEDICA con @skajms,lcolombo,0 days 00:35:00.000000000
2017-06-27 10:00:00,2017-06-27 11:00:00,Bitson,Bitson,Gestión Interna,Coordinación retiros mensuales con @cuberti. Actualización y respuesta OT55 (cambio de FW CARP) y OT56 (SGS Banfield). Actualización Plantilla OT.,lcolombo,0 days 01:00:00.000000000
2017-06-27 10:00:00,2017-06-27 16:00:00,Betterez,Betterez,Desarrollo,#6509 #6531,abrunacci,0 days 06:00:00.000000000
2017-06-27 09:27:00,2017-06-27 14:00:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:33:00.000000000
2017-06-27 08:00:00,2017-06-27 12:00:00,Bitson,Bitson,Desarrollo,Refactor SCA/SGS,ddebonis,0 days 04:00:00.000000000
2017-06-26 17:48:00,2017-06-26 18:18:00,ECSA,Banfield,Operativo,,nespino,0 days 00:30:00.000000000
2017-06-26 17:23:00,2017-06-26 17:43:00,ECSA,Banfield,Operativo,,nespino,0 days 00:20:00.000000000
2017-06-26 17:00:00,2017-06-26 17:45:00,Bitson,Kairos,Operativo,Revisión mini PC e instalación en Tótem.,lcolombo,0 days 00:45:00.000000000
2017-06-26 15:30:00,2017-06-26 17:00:00,Bitson,Bitson,Reunion,Debate sobre pago licencia x enfermedad.,lcolombo,0 days 01:30:00.000000000
2017-06-26 14:45:00,2017-06-26 17:05:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 02:20:00.000000000
2017-06-26 14:45:00,2017-06-26 15:30:00,Bitson,Bitson,Reunion,Operativa. Temas y clientes pendientes.,lcolombo,0 days 00:45:00.000000000
2017-06-26 14:30:00,2017-06-26 17:00:00,Bitson,Bitson,Gestión Interna,Reunion semanal.,ddebonis,0 days 02:30:00.000000000
2017-06-26 14:00:00,2017-06-26 17:00:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 03:00:00.000000000
2017-06-26 14:00:00,2017-06-26 14:45:00,Bitson,Kairos,Operativo,Tótem EXO. Unboxing y Review.,lcolombo,0 days 00:45:00.000000000
2017-06-26 14:00:00,2017-06-26 14:30:00,ECSA,Sigas SGS,Testing,,ddebonis,0 days 00:30:00.000000000
2017-06-26 13:49:00,2017-06-26 18:04:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:15:00.000000000
2017-06-26 13:45:00,2017-06-26 14:00:00,Bitson,Bitson,Gestión Interna,Setup oficina. Lectura de mails. ,lcolombo,0 days 00:15:00.000000000
2017-06-26 13:09:00,2017-06-26 14:45:00,ECSA,Banfield,Operativo,,nespino,0 days 01:36:00.000000000
2017-06-26 13:00:00,2017-06-26 14:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-06-26 10:00:00,2017-06-26 18:00:00,Betterez,Betterez,Desarrollo,6509,abrunacci,0 days 08:00:00.000000000
2017-06-26 08:00:00,2017-06-26 13:00:00,Bitson,Bitson,Capacitación,,ddebonis,0 days 05:00:00.000000000
2017-06-24 10:00:00,2017-06-24 13:00:00,Bitson,Bitson,Intercooperativo,"Capacitación Docker @ nerdear.la
Charla con Clodo y coordinación de visita el miércoles.",lcolombo,0 days 03:00:00.000000000
2017-06-23 14:59:00,2017-06-23 15:30:00,Bitson,Bitson,FIT,,hbrunacci,0 days 00:31:00.000000000
2017-06-23 14:59:00,2017-06-23 19:26:00,ECSA,Banfield,Operativo,,nespino,0 days 04:27:00.000000000
2017-06-23 13:08:00,2017-06-23 14:17:00,Aptage,Aptage,Operativo,,nespino,0 days 01:09:00.000000000
2017-06-23 13:00:00,2017-06-23 17:00:00,Bitson,Bitson,Intercooperativo,Nerdearla.,ddebonis,0 days 04:00:00.000000000
2017-06-23 12:56:00,2017-06-23 13:08:00,ECSA,Banfield,Operativo,,nespino,0 days 00:12:00.000000000
2017-06-23 11:15:00,2017-06-23 18:00:00,Bitson,Bitson,Intercooperativo,nerdear.la,lcolombo,0 days 06:45:00.000000000
2017-06-23 11:00:00,2017-06-23 11:15:00,Bitson,Bitson,Gestión Interna,Firma L.II y L.IV PTA,lcolombo,0 days 00:15:00.000000000
2017-06-23 10:00:00,2017-06-23 14:30:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 04:30:00.000000000
2017-06-23 09:19:00,2017-06-23 13:10:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 03:51:00.000000000
2017-06-23 09:00:00,2017-06-23 19:00:00,Betterez,Betterez,Desarrollo,,abrunacci,0 days 10:00:00.000000000
2017-06-22 17:00:00,2017-06-22 19:00:00,ECSA,Sigas SGS,Desarrollo,Fixes mercadopago,ddebonis,0 days 02:00:00.000000000
2017-06-22 15:26:00,2017-06-22 17:38:00,Aptage,Aptage,Operativo,,nespino,0 days 02:12:00.000000000
2017-06-22 14:25:00,2017-06-22 15:17:00,Aptage,Aptage,Operativo,,nespino,0 days 00:52:00.000000000
2017-06-22 14:00:00,2017-06-22 18:00:00,Bitson,Bitson,Intercooperativo,nerdear.la,lcolombo,0 days 04:00:00.000000000
2017-06-22 13:00:00,2017-06-22 13:59:00,Aptage,Aptage,Operativo,,nespino,0 days 00:59:00.000000000
2017-06-22 12:00:00,2017-06-22 13:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-06-22 10:00:00,2017-06-22 12:00:00,Bitson,Bitson,Capacitación,,ddebonis,0 days 02:00:00.000000000
2017-06-22 10:00:00,2017-06-22 15:30:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 05:30:00.000000000
2017-06-22 10:00:00,2017-06-22 19:30:00,Betterez,Betterez,Desarrollo,6583,abrunacci,0 days 09:30:00.000000000
2017-06-22 09:30:00,2017-06-22 13:40:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:10:00.000000000
2017-06-22 08:00:00,2017-06-22 10:00:00,ECSA,Sigas SGS,Testing,mercado pago.,ddebonis,0 days 02:00:00.000000000
2017-06-21 18:24:00,2017-06-21 18:48:00,ECSA,Banfield,Operativo,,nespino,0 days 00:24:00.000000000
2017-06-21 16:30:00,2017-06-21 17:50:00,Bitson,Bitson,Gestión Interna,Coordinación PTA L.II y L.IV. Búsqueda de precios actualizados.,lcolombo,0 days 01:20:00.000000000
2017-06-21 16:30:00,2017-06-21 17:30:00,ECSA,Sigas SGS,Testing,Mercadopago,ddebonis,0 days 01:00:00.000000000
2017-06-21 14:30:00,2017-06-21 16:30:00,Bitson,Bitson,Gestión Interna,Reunion semanal.,ddebonis,0 days 02:00:00.000000000
2017-06-21 14:30:00,2017-06-21 16:30:00,Bitson,Bitson,Reunion,Reunión semanal.,lcolombo,0 days 02:00:00.000000000
2017-06-21 14:29:00,2017-06-21 16:29:00,Bitson,Bitson,Gestión Interna,,nespino,0 days 02:00:00.000000000
2017-06-21 14:06:00,2017-06-21 14:28:00,ECSA,Banfield,Operativo,,nespino,0 days 00:22:00.000000000
2017-06-21 14:00:00,2017-06-21 14:30:00,Bitson,Bitson,Capacitación,,ddebonis,0 days 00:30:00.000000000
2017-06-21 14:00:00,2017-06-21 16:15:00,Bitson,Bitson,Reunion,,hbrunacci,0 days 02:15:00.000000000
2017-06-21 13:50:00,2017-06-21 14:30:00,Bitson,Bitson,Gestión Interna,Setup oficina. Lectura de mails. Actualización i5. Preparación Reunión.,lcolombo,0 days 00:40:00.000000000
2017-06-21 13:40:00,2017-06-21 18:00:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:20:00.000000000
2017-06-21 13:00:00,2017-06-21 14:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-06-21 11:15:00,2017-06-21 11:50:00,Aptage,Aptage,Operativo,,nespino,0 days 00:35:00.000000000
2017-06-21 10:00:00,2017-06-21 16:25:00,Betterez,Betterez,Desarrollo,"6531
",abrunacci,0 days 06:25:00.000000000
2017-06-21 09:30:00,2017-06-21 11:30:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 02:00:00.000000000
2017-06-21 08:00:00,2017-06-21 13:00:00,Bitson,Bitson,Capacitación,,ddebonis,0 days 05:00:00.000000000
2017-06-20 10:00:00,2017-06-20 18:00:00,Bitson,Bitson,FERIADO,,ddebonis,0 days 08:00:00.000000000
2017-06-20 10:00:00,2017-06-20 18:00:00,Bitson,Bitson,FERIADO,,abrunacci,0 days 08:00:00.000000000
2017-06-19 13:55:00,2017-06-19 17:58:00,Bitson,Bitson,Gestión Interna,,cuberti,0 days 04:03:00.000000000
2017-06-19 13:30:00,2017-06-19 13:44:00,Aptage,Aptage,Operativo,,nespino,0 days 00:14:00.000000000
2017-06-19 13:00:00,2017-06-19 17:00:00,Bitson,Bitson,Capacitación,,ddebonis,0 days 04:00:00.000000000
2017-06-19 11:30:00,2017-06-19 11:50:00,Aptage,Aptage,Reunion,,nespino,0 days 00:20:00.000000000
2017-06-19 09:30:00,2017-06-19 15:20:00,Betterez,Betterez,Desarrollo,,abrunacci,0 days 05:50:00.000000000
2017-06-19 09:15:00,2017-06-19 10:15:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 01:00:00.000000000
2017-06-19 00:00:00,2017-06-19 06:00:00,Bitson,Bitson,Licencia Enfermedad,,lcolombo,0 days 06:00:00.000000000
2017-06-16 18:45:00,2017-06-16 19:39:00,ECSA,Banfield,Operativo,,nespino,0 days 00:54:00.000000000
2017-06-16 17:00:00,2017-06-16 18:00:00,Bitson,Bitson,Gestión Interna,Control de OTs,lcolombo,0 days 01:00:00.000000000
2017-06-16 16:17:00,2017-06-16 17:00:00,ECSA,Banfield,Operativo,,nespino,0 days 00:43:00.000000000
2017-06-16 16:15:00,2017-06-16 17:00:00,ECSA,Quilmes ACS,Operativo,Actualización de CONTRIBUTING.md con las últimas correcciones.,lcolombo,0 days 00:45:00.000000000
2017-06-16 15:45:00,2017-06-16 16:17:00,Bitson,Bitson,Presupuesto,,nespino,0 days 00:32:00.000000000
2017-06-16 15:30:00,2017-06-16 16:00:00,Bitson,Bitson,Orden de trabajo,Qualia,ddebonis,0 days 00:30:00.000000000
2017-06-16 15:30:00,2017-06-16 16:15:00,Pablo Gutierrez - Qualia Encuestas ,Encuestas,Presupuesto,Revisión de OT y presupuesto con @ddebonis y @nespino.,lcolombo,0 days 00:45:00.000000000
2017-06-16 15:15:00,2017-06-16 15:30:00,Bitson,Cromi,Operativo,Pull site with video and analytics.,lcolombo,0 days 00:15:00.000000000
2017-06-16 14:40:00,2017-06-16 15:15:00,Bitson,Bitson,Operativo,Facturación pendiente a TEACSA. Coordinación con @fgil por llaves de Alsina para que pueda hacer el laburo de las MiniPC de Banghó. ,lcolombo,0 days 00:35:00.000000000
2017-06-16 14:30:00,2017-06-16 15:30:00,Bitson,Bitson,Capacitación,,ddebonis,0 days 01:00:00.000000000
2017-06-16 14:15:00,2017-06-16 14:40:00,Bitson,Bitson,Operativo,"Pagos VEP monotributos HB, AB, LC, DD y CU.",lcolombo,0 days 00:25:00.000000000
2017-06-16 14:00:00,2017-06-16 14:15:00,Bitson,Bitson,Gestión Interna,Respuesta APTAGE,lcolombo,0 days 00:15:00.000000000
2017-06-16 14:00:00,2017-06-16 14:30:00,Bitson,Cromi,Desarrollo,Landing,ddebonis,0 days 00:30:00.000000000
2017-06-16 13:44:00,2017-06-16 15:45:00,ECSA,Banfield,Operativo,,nespino,0 days 02:01:00.000000000
2017-06-16 13:30:00,2017-06-16 15:30:00,Bitson,Bitson,Gestión Comercial,,hbrunacci,0 days 02:00:00.000000000
2017-06-16 13:16:00,2017-06-16 13:44:00,Bitson,Bitson,Presupuesto,,nespino,0 days 00:28:00.000000000
2017-06-16 13:00:00,2017-06-16 14:00:00,Bitson,Bitson,Almuerzo,,ddebonis,0 days 01:00:00.000000000
2017-06-16 12:00:00,2017-06-16 13:16:00,Bitson,Bitson,Gestion Contable,,nespino,0 days 01:16:00.000000000
2017-06-16 10:00:00,2017-06-16 13:00:00,Bitson,Bitson,Capacitación,,ddebonis,0 days 03:00:00.000000000
2017-06-16 10:00:00,2017-06-16 13:00:00,Bitson,Bitson,Tramite ,"Cheque Robado, Denuncias varias ",hbrunacci,0 days 03:00:00.000000000
2017-06-16 10:00:00,2017-06-16 18:00:00,Bitson,Bitson,Licencia Enfermedad,,abrunacci,0 days 08:00:00.000000000
